序号,刊物简称,刊物全称,出版社,网址,学科,文章类别,CCF级别
389,TCSVT ,IEEE Transactions on Circuits and Systems for Video Technology ,IEEE ,http://dblp.uni-trier.de/db/journals/tcsv/ ,计算机图形学多媒体,期刊,B
390,TMM ,IEEE Transactions on Multimedia ,IEEE ,http://dblp.uni-trier.de/db/journals/tmm/ ,计算机图形学多媒体,期刊,B
391,JASA ,Journal of The Acoustical Society of America ,AIP ,http://scitation.aip.org/content/asa/journal/jasa ,计算机图形学多媒体,期刊,B
392,SIIMS ,SIAM Journal on Imaging Sciences ,SIAM ,http://dblp.uni-trier.de/db/journals/siamis/ ,计算机图形学多媒体,期刊,B
393,Speech Com ,Speech Communication ,Elsevier ,http://dblp.uni-trier.de/db/journals/speech/ ,计算机图形学多媒体,期刊,B
394,CAVW ,Computer Animation and Virtual Worlds ,Wiley ,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1546427X,计算机图形学多媒体,期刊,C
395,C&G ,Computers & Graphics-UK ,Elsevier ,http://dblp.uni-trier.de/db/journals/cg/ ,计算机图形学多媒体,期刊,C
396,CGTA ,Computational Geometry: Theory and Applications ,Elsevier ,http://dblp.uni-trier.de/db/journals/comgeo/ ,计算机图形学多媒体,期刊,C
397,DCG ,Discrete & Computational Geometry ,Springer ,http://dblp.uni-trier.de/db/journals/dcg/ ,计算机图形学多媒体,期刊,C
398,IET-IPR ,IET Image Processing ,IET ,http://dblp.uni-trier.de/db/journals/iet-ipr/ ,计算机图形学多媒体,期刊,C
399, ,IEEE Signal Processing Letter ,IEEE ,http://dblp.uni-trier.de/db/journals/spl/ ,计算机图形学多媒体,期刊,C
400,JVCIR ,Journal of Visual Communication and Image Representation ,Elsevier ,http://dblp.uni-trier.de/db/journals/jvcir/ ,计算机图形学多媒体,期刊,C
401,MS ,Multimedia Systems ,Springer ,http://dblp.uni-trier.de/db/journals/mms/ ,计算机图形学多媒体,期刊,C
402,MTA ,Multimedia Tools and Applications ,Springer ,http://dblp.uni-trier.de/db/journals/mta/ ,计算机图形学多媒体,期刊,C
403, ,Signal Processing ,Elsevier ,http://dblp.uni-trier.de/db/journals/sigpro/ ,计算机图形学多媒体,期刊,C
404,SPIC ,Signal processing : image communication ,Elsevier ,http://dblp.uni-trier.de/db/journals/spic/ ,计算机图形学多媒体,期刊,C
405,TVC ,The Visual Computer ,Springer ,http://dblp.uni-trier.de/db/journals/vc/ ,计算机图形学多媒体,期刊,C
406,ACM MM ,ACM International Conference on Multimedia ,ACM ,http://dblp.uni-trier.de/db/conf/mm/ ,计算机图形学多媒体,会议,A
407,SIGGRAPH ,ACM SIGGRAPH Annual Conference ,ACM  ,http://dblp.uni-trier.de/db/conf/siggraph/index.html ,计算机图形学多媒体,会议,A
408,IEEE VIS ,IEEE Visualization Conference ,IEEE ,http://dblp.uni-trier.de/db/conf/visualization/index.html ,计算机图形学多媒体,会议,A
409,VR ,IEEE Virtual Reality ,IEEE ,http://dblp.uni-trier.de/db/conf/vr/ ,计算机图形学多媒体,会议,A
410,ICMR ,ACM SIGMM International Conference on Multimedia Retrieval ,ACM ,http://dblp.uni-trier.de/db/conf/mir/ ,计算机图形学多媒体,会议,B
411,i3D,ACM Symposium on Interactive 3D Graphics,ACM ,http://dblp.uni-trier.de/db/conf/si3d/,计算机图形学多媒体,会议,B
412,SCA ,ACM/Eurographics Symposium on Computer Animation ,ACM ,http://dblp.uni-trier.de/db/conf/sca/index.html ,计算机图形学多媒体,会议,B
413,DCC ,Data Compression Conference ,IEEE ,http://dblp.uni-trier.de/db/conf/dcc/ ,计算机图形学多媒体,会议,B
414,EG ,Eurographics ,Wiley/ Blackwell ,http://dblp.uni-trier.de/db/conf/eurographics/ ,计算机图形学多媒体,会议,B
415,EuroVis ,Eurographics Conference on Visualization ,ACM ,http://dblp.uni-trier.de/db/conf/vissym/ ,计算机图形学多媒体,会议,B
416,SGP ,Eurographics Symposium on Geometry Processing , Wiley/Blackwell ,http://dblp.uni-trier.de/db/conf/sgp/ ,计算机图形学多媒体,会议,B
417,EGSR ,Eurographics Symposium on Rendering ,Wiley/Blackwell ,http://dblp.uni-trier.de/db/conf/rt/ ,计算机图形学多媒体,会议,B
418,ICME ,IEEE International Conference on Multimedia & Expo ,IEEE ,http://dblp.uni-trier.de/db/conf/icmcs/ ,计算机图形学多媒体,会议,B
419,PG ,Pacific Graphics: The Pacific Conference on Computer Graphics and Applications ,Wiley/Blackwell ,http://dblp.uni-trier.de/db/conf/pg/index.html ,计算机图形学多媒体,会议,B
420,SPM ,Symposium on Solid and Physical Modeling ,SMA/Elsevier ,http://dblp.uni-trier.de/db/conf/sma/ ,计算机图形学多媒体,会议,B
421,ICASSP ,"IEEE International Conference on Acoustics, Speech and SP ",IEEE ,http://dblp.uni-trier.de/db/conf/icassp/ ,计算机图形学多媒体,会议,B
422,CASA ,Computer Animation and Social Agents ,Wiley ,http://dblp.uni-trier.de/db/conf/ca/ ,计算机图形学多媒体,会议,C
423,CGI ,Computer Graphics International ,Springer ,http://dblp.uni-trier.de/db/conf/cgi/ ,计算机图形学多媒体,会议,C
424,ISMAR ,International Symposium on Mixed and Augmented Reality ,IEEE/ACM ,http://dblp.uni-trier.de/db/conf/ismar/ ,计算机图形学多媒体,会议,C
425,PacificVis ,IEEE Pacific Visualization Symposium ,IEEE ,http://dblp.uni-trier.de/db/conf/apvis/ ,计算机图形学多媒体,会议,C
426,ICIP ,International Conference on Image Processing ,IEEE ,http://dblp.uni-trier.de/db/conf/icip/ ,计算机图形学多媒体,会议,C
427,MMM ,International Conference on Multimedia Modeling ,Springer ,http://dblp.uni-trier.de/db/conf/mmm/index.html ,计算机图形学多媒体,会议,C
428,GMP ,Geometric Modeling and Processing ,Elsevier ,http://dblp.uni-trier.de/db/conf/gmp/ ,计算机图形学多媒体,会议,C
429,PCM ,Pacific-Rim Conference on Multimedia ,Springer ,http://dblp.uni-trier.de/db/conf/pcm/  ,计算机图形学多媒体,会议,C
430,SMI ,Shape Modeling International ,IEEE ,http://dblp.uni-trier.de/db/conf/smi/ ,计算机图形学多媒体,会议,C
431,INTERSPEECH ,Conference of the International Speech Communication Association , ,http://dblp.uni-trier.de/db/conf/interspeech/index.html ,计算机图形学多媒体,会议,C
432, ,ACM Symposium on Virtual Reality Software and Technology ,ACM ,http://dblp2.uni-trier.de/db/conf/vrst/,计算机图形学多媒体,会议,C
433,,Artificial Intelligence ,Elsevier ,http://dblp.uni-trier.de/db/journals/ai/ ,人工智能,期刊,A
434,TPAMI ,IEEE Trans on Pattern Analysis and Machine Intelligence ,IEEE ,http://dblp.uni-trier.de/db/journals/pami/ ,人工智能,期刊,A
435,IJCV ,International Journal of Computer Vision ,Springer ,http://dblp.uni-trier.de/db/journals/ijcv/ ,人工智能,期刊,A
436,JMLR ,Journal of Machine Learning Research ,MIT Press ,http://dblp.uni-trier.de/db/journals/jmlr/ ,人工智能,期刊,A
437,TAP ,ACM Transactions on Applied Perception ,ACM ,http://dblp.uni-trier.de/db/journals/tap/ ,人工智能,期刊,B
438,TSLP ,ACM Transactions on Speech and Language Processing ,ACM ,http://dblp.uni-trier.de/db/journals/tslp/ ,人工智能,期刊,B
439, ,Computational Linguistics ,MIT Press ,http://dblp.uni-trier.de/db/journals/coling/ ,人工智能,期刊,B
440,CVIU ,Computer Vision and Image Understanding ,Elsevier ,http://dblp.uni-trier.de/db/journals/cviu/ ,人工智能,期刊,B
441,DKE ,Data and Knowledge Engineering ,Elsevier ,http://dblp.uni-trier.de/db/journals/dke/index.html ,人工智能,期刊,B
442, ,Evolutionary Computation ,MIT Press ,http://dblp.uni-trier.de/db/journals/ec/ ,人工智能,期刊,B
443,TAC ,IEEE Transactions on Affective Computing ,IEEE ,http://dblp.uni-trier.de/db/journals/taffco/ ,人工智能,期刊,B
444,TASLP ,"IEEE Transactions on Audio, Speech, and Language Processing ",IEEE ,http://dblp.uni-trier.de/db/journals/taslp/ ,人工智能,期刊,B
445, ,IEEE Transactions on Cybernetics ,IEEE ,http://dblp.uni-trier.de/db/journals/tcyb/ ,人工智能,期刊,B
446,TEC ,IEEE Transactions on Evolutionary Computation ,IEEE ,http://dblp.uni-trier.de/db/journals/tec/ ,人工智能,期刊,B
447,TFS ,IEEE Transactions on Fuzzy Systems ,IEEE ,http://dblp.uni-trier.de/db/journals/tfs/ ,人工智能,期刊,B
448,TNNLS ,IEEE Transactions on Neural Networks and learning systems ,IEEE ,http://dblp.uni-trier.de/db/journals/tnn/ ,人工智能,期刊,B
449,IJAR ,International Journal of Approximate Reasoning ,Elsevier ,http://dblp.uni-trier.de/db/journals/ijar/ ,人工智能,期刊,B
450,JAIR ,Journal of AI Research ,AAAI ,http://dblp.uni-trier.de/db/journals/jair/index.html ,人工智能,期刊,B
451, ,Journal of Automated Reasoning ,Springer ,http://dblp.uni-trier.de/db/journals/jar/ ,人工智能,期刊,B
452,JSLHR ,"Journal of Speech, Language, and Hearing Research ",American Speech-Language Hearing Association  ,http://jslhr.pubs.asha.org/ ,人工智能,期刊,B
453, ,Machine Learning ,Springer ,http://dblp.uni-trier.de/db/journals/ml/ ,人工智能,期刊,B
454, ,Neural Computation ,MIT Press ,http://dblp.uni-trier.de/db/journals/neco/ ,人工智能,期刊,B
455, ,Neural Networks ,Elsevier ,http://dblp.uni-trier.de/db/journals/nn/ ,人工智能,期刊,B
456, ,Pattern Recognition ,Elsevier ,http://dblp.uni-trier.de/db/conf/par/ ,人工智能,期刊,B
457,AAMAS ,Autonomous Agents and Multi-Agent Systems ,Springer ,http://dblp.uni-trier.de/db/journals/aamas/ ,人工智能,期刊,B
458,TALIP ,ACM Transactions on Asian Language Information Processing ,ACM ,http://dblp.uni-trier.de/db/journals/talip/ ,人工智能,期刊,C
459, ,Applied Intelligence ,Springer ,http://dblp.uni-trier.de/db/journals/apin/ ,人工智能,期刊,C
460,AIM ,Artificial Intelligence in Medicine ,Elsevier ,http://dblp.uni-trier.de/db/journals/artmed/ ,人工智能,期刊,C
461, ,Artificial Life ,MIT Press ,http://dblp.uni-trier.de/db/journals/alife/ ,人工智能,期刊,C
462, ,Computational Intelligence ,Wiley ,http://dblp.uni-trier.de/db/journals/ci/ ,人工智能,期刊,C
463, ,Computer Speech and Language ,Elsevier ,http://dblp.uni-trier.de/db/journals/csl/ ,人工智能,期刊,C
464, ,Connection Science ,Taylor & Francis ,http://dblp.uni-trier.de/db/journals/connection/ ,人工智能,期刊,C
465,DSS ,Decision Support Systems ,Elsevier ,http://dblp.uni-trier.de/db/journals/dss/ ,人工智能,期刊,C
466,EAAI ,Engineering Applications of Artificial Intelligence ,Elsevier ,http://dblp.uni-trier.de/db/journals/eaai/ ,人工智能,期刊,C
467, ,Expert Systems ,Blackwell/Wiley ,http://dblp.uni-trier.de/db/journals/es/ ,人工智能,期刊,C
468,ESWA ,Expert Systems with Applications ,Elsevier ,http://dblp.uni-trier.de/db/journals/eswa/ ,人工智能,期刊,C
469, ,Fuzzy Sets and Systems ,Elsevier , http://dblp.uni-trier.de/db/journals/fss/  ,人工智能,期刊,C
470,T-CIAIG ,IEEE Transactions on Computational Intelligence and AI in Games ,IEEE ,http://dblp.uni-trier.de/db/journals/tciaig/ ,人工智能,期刊,C
471,IET-CVI ,IET Computer Vision ,IET ,http://digital-library.theiet.org/content/journals/iet-cvi ,人工智能,期刊,C
472, ,IET Signal Processing ,IET ,* http://digital-library.theiet.org/content/journals/iet-spr ,人工智能,期刊,C
473,IVC ,Image and Vision Computing ,Elsevier ,http://dblp.uni-trier.de/db/journals/ivc/ ,人工智能,期刊,C
474,IDA ,Intelligent Data Analysis ,Elsevier ,http://dblp.uni-trier.de/db/journals/ida/ ,人工智能,期刊,C
475,IJCIA ,International Journal of Computational Intelligence and Applications ,World Scientific ,http://dblp.uni-trier.de/db/journals/ijcia/ ,人工智能,期刊,C
476,IJDAR ,International Journal on Document Analysis and Recognition ,Springer ,http://dblp.uni-trier.de/db/journals/ijdar/ ,人工智能,期刊,C
477,IJIS ,International Journal of Intelligent Systems ,Wiley  ,http://dblp.uni-trier.de/db/journals/ijis/ ,人工智能,期刊,C
478,IJNS ,International Journal of Neural Systems ,World Scientific ,http://dblp.uni-trier.de/db/journals/ijns/ ,人工智能,期刊,C
479,IJPRAI ,International Journal of Pattern Recognition and Artificial Intelligence ,World Scientific ,http://dblp.uni-trier.de/db/journals/ijprai/ ,人工智能,期刊,C
480, ,"International Journal of Uncertainty, Fuzziness and KBS ",World Scientific ,http://dblp.uni-trier.de/db/journals/ijcia/ ,人工智能,期刊,C
481,JETAI ,Journal of Experimental and Theoretical Artificial Intelligence ,Taylor & Francis ,http://dblp.uni-trier.de/db/journals/jetai/ ,人工智能,期刊,C
482,KBS ,Knowledge-Based Systems ,Elsevier ,http://dblp.uni-trier.de/db/journals/kbs/ ,人工智能,期刊,C
483, ,Machine Translation ,Springer ,http://dblp.uni-trier.de/db/journals/mt/ ,人工智能,期刊,C
484, ,Machine Vision and Applications ,Springer ,http://dblp.uni-trier.de/db/journals/mva/ ,人工智能,期刊,C
485, ,Natural Computing ,Springer ,http://dblp.uni-trier.de/db/journals/nc/ ,人工智能,期刊,C
486,NLE ,Natural Language Engineering ,Cambridge University ,http://dblp.uni-trier.de/db/journals/nle/ ,人工智能,期刊,C
487,NCA ,Neural Computing & Applications ,Springer ,http://dblp.uni-trier.de/db/journals/nca/ ,人工智能,期刊,C
488,NPL ,Neural Processing Letters ,Springer ,http://dblp.uni-trier.de/db/journals/npl/ ,人工智能,期刊,C
489, ,Neurocomputing ,Elsevier ,http://dblp.uni-trier.de/db/journals/ijon/ ,人工智能,期刊,C
490,PAA ,Pattern Analysis and Applications ,Springer ,http://dblp.uni-trier.de/db/journals/paa/ ,人工智能,期刊,C
491,PRL ,Pattern Recognition Letters ,Elsevier ,http://dblp.uni-trier.de/db/journals/prl/ ,人工智能,期刊,C
492, ,Soft Computing ,Springer ,http://dblp.uni-trier.de/db/journals/soco/ ,人工智能,期刊,C
493,WIAS ,Web Intelligence and Agent Systems ,IOS Press ,http://dblp.uni-trier.de/db/journals/wias/ ,人工智能,期刊,C
494,AAAI ,AAAI Conference on Artificial Intelligence ,AAAI ,http://dblp.uni-trier.de/db/conf/aaai/ ,人工智能,会议,A
495,CVPR ,IEEE Conference on Computer Vision and Pattern Recognition ,IEEE ,http://dblp.uni-trier.de/db/conf/cvpr/ ,人工智能,会议,A
496,ICCV ,International Conference on Computer Vision ,IEEE ,http://dblp.uni-trier.de/db/conf/iccv/ ,人工智能,会议,A
497,ICML ,International Conference on Machine Learning ,ACM ,http://dblp.uni-trier.de/db/conf/icml/ ,人工智能,会议,A
498,IJCAI ,International Joint Conference on Artificial Intelligence ,Morgan Kaufmann ,http://dblp.uni-trier.de/db/conf/ijcai/ ,人工智能,会议,A
499,NIPS ,Annual Conference on Neural Information Processing Systems ,MIT Press ,http://dblp.uni-trier.de/db/conf/nips/ ,人工智能,会议,A
500,ACL ,"Annual Meeting of the Association for Computational 
Linguistics 
",ACL ,http://dblp.uni-trier.de/db/conf/acl/ ,人工智能,会议,A
501,COLT ,Annual Conference on Computational Learning Theory ,Springer ,http://dblp.uni-trier.de/db/conf/colt/ ,人工智能,会议,B
502,EMNLP ,Conference on Empirical Methods in Natural Language Processing ,ACL ,http://dblp.uni-trier.de/db/conf/emnlp/ ,人工智能,会议,B
503,ECAI ,European Conference on Artificial Intelligence ,IOS Press ,http://dblp.uni-trier.de/db/conf/ecai/ ,人工智能,会议,B
504,ECCV ,European Conference on Computer Vision ,Springer ,http://dblp.uni-trier.de/db/conf/eccv/ ,人工智能,会议,B
505,ICRA ,IEEE International Conference on Robotics and Automation ,IEEE ,http://dblp.uni-trier.de/db/conf/icra/ ,人工智能,会议,B
506,ICAPS ,International Conference on Automated Planning and Scheduling ,AAAI ,http://dblp.uni-trier.de/db/conf/aips/ ,人工智能,会议,B
507,ICCBR ,International Conference on Case-Based Reasoning ,Springer ,http://dblp.uni-trier.de/db/conf/iccbr/ ,人工智能,会议,B
508,COLING ,International Conference on Computational Linguistics ,ACM ,http://dblp.uni-trier.de/db/conf/coling/ ,人工智能,会议,B
509,KR ,International Conference on Principles of Knowledge Representation and Reasoning ,Morgan Kaufmann ,http://dblp.uni-trier.de/db/conf/kr/ ,人工智能,会议,B
510,UAI ,International Conference on Uncertainty in Artificial Intelligence ,AUAI ,http://dblp.uni-trier.de/db/conf/uai/ ,人工智能,会议,B
511,AAMAS ,International Joint Conference on Autonomous Agents and Multi-agent Systems ,Springer ,http://dblp.uni-trier.de/db/conf/atal/index.html ,人工智能,会议,B
512,PPSN ,Parallel Problem Solving from Nature ,Springer ,http://dblp.uni-trier.de/db/conf/ppsn/ ,人工智能,会议,B
513,ACCV ,Asian Conference on Computer Vision ,Springer ,http://dblp.uni-trier.de/db/conf/accv/ ,人工智能,会议,C
514,CoNLL ,Conference on Natural Language Learning ,CoNLL ,http://dblp.uni-trier.de/db/conf/conll ,人工智能,会议,C
515,GECCO ,Genetic and Evolutionary Computation Conference ,ACM ,http://dblp.uni-trier.de/db/conf/gecco/ ,人工智能,会议,C
516,ICTAI ,IEEE International Conference on Tools with Artificial Intelligence ,IEEE ,http://dblp.uni-trier.de/db/conf/ictai/ ,人工智能,会议,C
517,ALT ,International Conference on Algorithmic Learning Theory ,Springer ,http://dblp.uni-trier.de/db/conf/alt/ ,人工智能,会议,C
518,ICANN ,International Conference on Artificial Neural Networks ,Springer ,http://dblp.uni-trier.de/db/conf/icann/ ,人工智能,会议,C
519,FGR ,International Conference on Automatic Face and Gesture Recognition ,IEEE ,http://dblp.uni-trier.de/db/conf/fgr/ ,人工智能,会议,C
520,ICDAR ,International Conference on Document Analysis and Recognition ,IEEE ,http://dblp.uni-trier.de/db/conf/icdar/ ,人工智能,会议,C
521,ILP ,International Conference on Inductive Logic Programming ,Springer ,http://dblp.uni-trier.de/db/conf/ilp/ ,人工智能,会议,C
522,KSEM ,"International conference on Knowledge Science,Engineering and Management ",Springer ,http://dblp.uni-trier.de/db/conf/ksem/ ,人工智能,会议,C
523,ICONIP ,International Conference on Neural Information Processing ,Springer ,http://dblp.uni-trier.de/db/conf/iconip/ ,人工智能,会议,C
524,ICPR ,International Conference on Pattern Recognition ,IEEE ,http://dblp.uni-trier.de/db/conf/icpr/ ,人工智能,会议,C
525,ICB ,International Joint Conference on Biometrics ,IEEE ,http://dblp.uni-trier.de/db/conf/icb/ ,人工智能,会议,C
526,IJCNN ,International Joint Conference on Neural Networks ,IEEE ,http://dblp.uni-trier.de/db/conf/ijcnn/ ,人工智能,会议,C
527,PRICAI ,Pacific Rim International Conference on Artificial Intelligence ,Springer ,http://dblp.uni-trier.de/db/conf/pricai/ ,人工智能,会议,C
528,NAACL ,The Annual Conference of the North American Chapter of the Association for Computational Linguistics ,NAACL ,http://dblp.uni-trier.de/db/conf/naacl/ ,人工智能,会议,C
529,BMVC ,British Machine Vision Conference , British Machine Vision Association ,http://dblp.uni-trier.de/db/conf/bmvc/ ,人工智能,会议,C
530,IROS ,IEEE\RSJ International Conference on Intelligent Robots and Systems ,IEEE ,http://dblp.uni-trier.de/db/conf/iros/ ,人工智能,会议,C
531,AISTATS ,Artificial Intelligence and Statistics ,JMLR ,http://dblp.uni-trier.de/db/conf/aistats/ ,人工智能,会议,C
532,ACML ,Asian Conf. on Machine Learning ,JMLR ,http://dblp.uni-trier.de/db/conf/acml/ ,人工智能,会议,C
533,TOCHI,ACM Transactions on Computer-Human Interaction,ACM,http://dblp.uni-trier.de/db/journals/tochi/,人机交互与普适计算,期刊,A
534,IJHCS,International Journal of Human Computer Studies,Elsevier,http://dblp.uni-trier.de/db/journals/ijmms/,人机交互与普适计算,期刊,A
535,CSCW,Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/journals/cscw/,人机交互与普适计算,期刊,B
536,HCI,Human Computer Interaction,Taylor&Francis,http://dblp.uni-trier.de/db/journals/hhci/,人机交互与普适计算,期刊,B
537,IWC,Interacting with Computers,Oxford University Press,http://dblp.uni-trier.de/db/journals/iwc/,人机交互与普适计算,期刊,B
538,UMUAI,User Modeling and User-Adapted Interaction,Springer,http://dblp.uni-trier.de/db/journals/umuai/,人机交互与普适计算,期刊,B
539,IJHCI,International Journal of Human-Computer Interaction,Taylor &Francis,http://dblp.uni-trier.de/db/journals/ijhci/,人机交互与普适计算,期刊,B
540,,IEEE Transactions on Human-Machine Systems,IEEE,http://dblp.uni-trier.de/db/journals/thms/,人机交互与普适计算,期刊,B
541,BIT,Behaviour & Information Technology,Taylor & Francis,http://dblp.uni-trier.de/db/journals/behaviourIT/,人机交互与普适计算,期刊,C
542,PMC,Pervasive and Mobile Computing,Elsevier,http://dblp.uni-trier.de/db/journals/percom/,人机交互与普适计算,期刊,C
543,PUC,Personal and Ubiquitous Computing,Springer,http://dblp.uni-trier.de/db/journals/puc/,人机交互与普适计算,期刊,C
544,CHI,ACM Conference on Human Factors in Computing Systems,ACM,http://dblp.uni-trier.de/db/conf/chi,人机交互与普适计算,会议,A
545,UbiComp,ACM International Conference on Ubiquitous Computing,ACM,http://dblp.uni-trier.de/db/conf/huc/,人机交互与普适计算,会议,A
546,CSCW,ACM Conference on Computer Supported Cooperative Work and Social Computing,ACM,http://dblp.uni-trier.de/db/conf/cscw,人机交互与普适计算,会议,A
547,IUI,ACM International Conference on Intelligent User Interfaces,ACM,http://dblp.uni-trier.de/db/conf/iui/,人机交互与普适计算,会议,B
548,ITS,ACM International Conference on Interactive Tabletops and Surfaces,ACM,http://dblp.uni-trier.de/db/conf/tabletop/,人机交互与普适计算,会议,B
549,UIST,ACM Symposium on User Interface Software and Technology,ACM,http://dblp.uni-trier.de/db/conf/uist/,人机交互与普适计算,会议,B
550,ECSCW,European Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/conf/ecscw/,人机交互与普适计算,会议,B
551,MobileHCI,International Conference on Human Computer Interaction with Mobile Devices and Services,ACM,http://dblp.uni-trier.de/db/conf/mhci/,人机交互与普适计算,会议,B
552,PERCOM,IEEE International Conference on Pervasive Computing and Communications,IEEE,http://dblp.uni-trier.de/db/conf/percom/,人机交互与普适计算,会议,B
553,GROUP,ACM Conference on Supporting Group Work,ACM,http://dblp.uni-trier.de/db/conf/group/,人机交互与普适计算,会议,B
554,ASSETS,ACM SIGACCESS Conference on Computers and Accessibility,ACM,http://dblp.uni-trier.de/db/conf/assets,人机交互与普适计算,会议,C
555,DIS,ACM Conference on Designing Interactive Systems,ACM,http://dblp.uni-trier.de/db/conf/ACMdis/,人机交互与普适计算,会议,C
556,GI,Graphics Interface conference,ACM,http://dblp.uni-trier.de/db/conf/graphicsinterface/,人机交互与普适计算,会议,C
557,MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing,Networking and Services",Springer,http://dblp.uni-trier.de/db/conf/mobiquitous/,人机交互与普适计算,会议,C
558,INTERACT,IFIP TC13 Conference on Human-Computer Interaction,IFIP,http://dblp.uni-trier.de/db/conf/interact/,人机交互与普适计算,会议,C
559,CoopIS,International Conference on Cooperative Information Systems,Springer,http://dblp.uni-trier.de/db/conf/coopis/,人机交互与普适计算,会议,C
560,ICMI ,ACM International Conference on Multimodal Interaction,ACM,http://dblp.uni-trier.de/db/conf/icmi/,人机交互与普适计算,会议,C
561,IDC,Interaction Design and Children,ACM,http://dblp.uni-trier.de/db/conf/acmidc/,人机交互与普适计算,会议,C
562,AVI,International Working Conference on Advanced Visual Interfaces,ACM,http://dblp.uni-trier.de/db/conf/avi/,人机交互与普适计算,会议,C
563,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,IEEE,http://dblp.uni-trier.de/db/conf/uic/,人机交互与普适计算,会议,C
564,DIS,ACM Conference on Designing Interactive  Systems,ACM,http://dblp.uni-trier.de/db/conf/ACMdis,人机交互与普适计算,会议,C
565,,IEEE World Haptics Conference,IEEE,http://dblp.uni-trier.de/db/conf/haptics/,人机交互与普适计算,会议,C
566,CSCWD,International Conference on Computer Supported Cooperative Work in Design,Springer,http://dblp.uni-trier.de/db/conf/cscwd/,人机交互与普适计算,会议,C
567,Collaborate Com,International Conference on Collaborative Computing,Springer,http://collaboratecom.org,人机交互与普适计算,会议,C
568,Proc. IEEE,Proceedings of the IEEE,IEEE,http://dblp.uni-trier.de/db/journals/pieee/,交叉/新兴/综合,期刊,A
569,JACM,Journal of the ACM,ACM,http://dblp.uni-trier.de/db/journals/jacm/,交叉/新兴/综合,期刊,A
570,,Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bioinformatics/,交叉/新兴/综合,期刊,B
571,,Briefings in Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bib/,交叉/新兴/综合,期刊,B
572,Cognition,Cognition：International Journal of Cognitive Science,Elsevier,http://www.journals.elsevier.com/cognition/,交叉/新兴/综合,期刊,B
573,,PLOS Computational Biology,Public Library of Science,http://dblp.uni-trier.de/db/journals/ploscb/,交叉/新兴/综合,期刊,B
574,TMI,IEEE Transactions on Medical Imaging,IEEE,http://dblp.uni-trier.de/db/journals/tmi/,交叉/新兴/综合,期刊,B
575,TGARS,IEEE Transactions on Geoscience and Remote Sensing,IEEE,http://dblp.uni-trier.de/db/journals/tgrs/,交叉/新兴/综合,期刊,B
576,TITS,IEEE Transactions on Intelligent Transportation Systems,IEEE,http://dblp.uni-trier.de/db/journals/tits/,交叉/新兴/综合,期刊,B
577,TR,IEEE Transactions on Robotics,IEEE,http://dblp.uni-trier.de/db/journals/trob/,交叉/新兴/综合,期刊,B
578,TASAE,IEEE Transactions on Automation Science and Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tase/,交叉/新兴/综合,期刊,B
579,JCST,Journal of Computer Science and Technology,SCIENCE PRESS/Springer,http://dblp.uni-trier.de/db/journals/jcst/,交叉/新兴/综合,期刊,B
580,JAMIA,Journal of the American Medical Informatics Association,BMJ Journals,http://dblp.uni-trier.de/db/journals/jamia/,交叉/新兴/综合,期刊,B
581,,Science China Information Sciences,Science in China Press/Springer,http://dblp.uni-trier.de/db/journals/chinaf/,交叉/新兴/综合,期刊,B
582,,The Computer Journal,Oxford University Press,http://dblp.uni-trier.de/db/journals/cj/,交叉/新兴/综合,期刊,B
583,,World Wide Web Journal,Springer,http://dblp.uni-trier.de/db/journals/wwwj/,交叉/新兴/综合,期刊,B
584,,BMC Bioinformatics,BioMed Central,http://dblp.uni-trier.de/db/journals/bmcbi/,交叉/新兴/综合,期刊,C
585,,Cybernetics and Systems,Taylor & Francis,http://dblp.uni-trier.de/db/journals/cas/,交叉/新兴/综合,期刊,C
586,,IEEE Geoscience and Remote Sensing Letters,IEEE,http://dblp.uni-trier.de/db/journals/lgrs/,交叉/新兴/综合,期刊,C
587,TITB,IEEE Transactions on Information Technology in Biomedicine,IEEE,http://dblp.uni-trier.de/db/journals/titb/,交叉/新兴/综合,期刊,C
588,TCBB,IEEE-ACM Transactions on Computational Biology and Bioinformatics,IEEE/ACM,http://dblp.uni-trier.de/db/journals/tcbb/,交叉/新兴/综合,期刊,C
589,,IET Intelligent Transport Systems,IET,http://digital-library.theiet.org/content/journals/iet-its,交叉/新兴/综合,期刊,C
590,,Medical Image Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/mia/,交叉/新兴/综合,期刊,C
591,FCS,Frontiers of Computer Science,Higher Education Press,http://dblp.uni-trier.de/db/journals/fcsc/,交叉/新兴/综合,期刊,C
592,RTSS,Real-Time Systems Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtss/,交叉/新兴/综合,会议,A
593,WWW,International World Wide Web Conferences,ACM,http://dblp.uni-trier.de/db/conf/www/,交叉/新兴/综合,会议,A
